"sentence","label","tokens"
"I would choose to get another jacket just like it or as close as I could get to getting the same type of jacket I had before losing it. ",2,"would|choose|to|get|another|jacket|just|like|it|or|as|close|as|could|get|to|getting|the|same|type|of|jacket|had|before|losing|it"
"I would prefer a Hewlett Packard laptop. They have always been reliable and last a decent amount of time",2,"would|prefer|hewlett|packard|laptop|they|have|always|been|reliable|and|last|decent|amount|of|time"
"I would choose a blue hoodie as a replacement jacket that i would want to buy",2,"would|choose|blue|hoodie|as|replacement|jacket|that|would|want|to|buy"
"I like a jacket that covers my back side as I find I can usually feel a draft around the top of my legs.I don""t like bright colors, so something blue or brown would do nicely. Preferably it would have a hood in case of wind or rain. A quilted material works best and is warmer then others, no no down or other material that;s not eco friendly.",2,"like|jacket|that|covers|my|back|side|as|find|can|usually|feel|draft|around|the|top|of|my|legs|don|like|bright|colors|so|something|blue|or|brown|would|do|nicely|preferably|it|would|have|hood|in|case|of|wind|or|rain|quilted|material|works|best|and|is|warmer|then|others|no|no|down|or|other|material|that|not|eco|friendly"
"Black, all-weather jacket, size 40. Doesn’t have to be too expensive, has to keep me warm when it’s cold and dry when it’s wet. ",2,"black|all|weather|jacket|size|doesn|have|to|be|too|expensive|has|to|keep|me|warm|when|it|cold|and|dry|when|it|wet"
"I would want a jacket that is light weight but warm. I would need to travel with the jacket, so something that is easy to pack is also imperative. ",2,"would|want|jacket|that|is|light|weight|but|warm|would|need|to|travel|with|the|jacket|so|something|that|is|easy|to|pack|is|also|imperative"
"I'd like a jacket that I can wear when it's a little chilly out, but not freezing cold. Either a leather jacket or a thin Harrington jacket would do.",2,"like|jacket|that|can|wear|when|it|little|chilly|out|but|not|freezing|cold|either|leather|jacket|or|thin|harrington|jacket|would|do"
"Something in similar style and price range. I would say waterproof, light and warm too.",2,"something|in|similar|style|and|price|range|would|say|waterproof|light|and|warm|too"
"I would choose a jacket that is the most cost effective jacket and closest to the jacket that I had lost. I would tell my friend all the places that I have looked for a replacement and which store I am planning to buy from.",2,"would|choose|jacket|that|is|the|most|cost|effective|jacket|and|closest|to|the|jacket|that|had|lost|would|tell|my|friend|all|the|places|that|have|looked|for|replacement|and|which|store|am|planning|to|buy|from"
"I would probably buy another HP laptop as I have found this brand long-lasting, easy to use and reliable. I don’t know much about all the features eg memory and programs, but it has everything I need on it and is very easy to use, so I would be looking to get the same type.",2,"would|probably|buy|another|hp|laptop|as|have|found|this|brand|long|lasting|easy|to|use|and|reliable|don|know|much|about|all|the|features|eg|memory|and|programs|but|it|has|everything|need|on|it|and|is|very|easy|to|use|so|would|be|looking|to|get|the|same|type"
"I am going to get a MacBook pro. The 16-inch model. I know it's not a gaming laptop, but i really don't game. Most of the time I use it for work and graphic design.  It's spendy but I heard they last a long time.

Then I would add a link to the apple site to get their opinion. ",2,"am|going|to|get|macbook|pro|the|inch|model|know|it|not|gaming|laptop|but|really|don|game|most|of|the|time|use|it|for|work|and|graphic|design|it|spendy|but|heard|they|last|long|time|then|would|add|link|to|the|apple|site|to|get|their|opinion"
"I would like a lightweight jacket that can handle the rain. Also, one that is wind resistant as it is rather windy where I live. I'd like a jacket with a lot of pockets as well.",2,"would|like|lightweight|jacket|that|can|handle|the|rain|also|one|that|is|wind|resistant|as|it|is|rather|windy|where|live|like|jacket|with|lot|of|pockets|as|well"
"I would want a basic model that allowed me to use the internet and microsoft office.",2,"would|want|basic|model|that|allowed|me|to|use|the|internet|and|microsoft|office"
"Small and lightweight, easy to carry with me. Not too expensive, but also not the cheapest on the market. A known brand that has a good reputation with laptops. One that enables me to access and edit work documents easily. A good battery life to avoid having to plug it in all the time.  ",2,"small|and|lightweight|easy|to|carry|with|me|not|too|expensive|but|also|not|the|cheapest|on|the|market|known|brand|that|has|good|reputation|with|laptops|one|that|enables|me|to|access|and|edit|work|documents|easily|good|battery|life|to|avoid|having|to|plug|it|in|all|the|time"
"I would buy a black light weight all weather jacket, one from say North Face. Water resistant, wind proof, and light.",2,"would|buy|black|light|weight|all|weather|jacket|one|from|say|north|face|water|resistant|wind|proof|and|light"
"I want a new black leather biker jacket with lots of zippers. It needs to be supple and comfortable, not too heavy and also within my budget.",2,"want|new|black|leather|biker|jacket|with|lots|of|zippers|it|needs|to|be|supple|and|comfortable|not|too|heavy|and|also|within|my|budget"
"I'd choose the warmest jacket I can find. I do not care what it looks like but I need something warm",2,"choose|the|warmest|jacket|can|find|do|not|care|what|it|looks|like|but|need|something|warm"
"I would buy a similar jacket to the one I already use, because it is very functional and useful. It must have a collar that can be lifted up or folded down, similar to a shirt collar. Buttons on the cuffs that can be unbuttoned so that the sleeves can be rolled back. The jacket needs to be made from a flexible material so it can be comfortable and not rigid. My old one was black, but I think I would get a different color - maybe a dark grey.",2,"would|buy|similar|jacket|to|the|one|already|use|because|it|is|very|functional|and|useful|it|must|have|collar|that|can|be|lifted|up|or|folded|down|similar|to|shirt|collar|buttons|on|the|cuffs|that|can|be|unbuttoned|so|that|the|sleeves|can|be|rolled|back|the|jacket|needs|to|be|made|from|flexible|material|so|it|can|be|comfortable|and|not|rigid|my|old|one|was|black|but|think|would|get|different|color|maybe|dark|grey"
"A practical yet fashionable jacket, black in color. It will be waterproof with at least one inside pocket that can be securely closed with a zip and should be large enough to contain a large mobile phone or wallet there will be at least 3 outside pockets of the same description. The lining of the jacket will be comfortable but not too heavy. The wrist cuffs will be adjustable with Velcro. A detachable hood that can be tightened. Total length should cover waist.  ",2,"practical|yet|fashionable|jacket|black|in|color|it|will|be|waterproof|with|at|least|one|inside|pocket|that|can|be|securely|closed|with|zip|and|should|be|large|enough|to|contain|large|mobile|phone|or|wallet|there|will|be|at|least|outside|pockets|of|the|same|description|the|lining|of|the|jacket|will|be|comfortable|but|not|too|heavy|the|wrist|cuffs|will|be|adjustable|with|velcro|detachable|hood|that|can|be|tightened|total|length|should|cover|waist"
"I want the new laptop to have a replaceable battery and to be solid state and ruggedized to deal with bumps and scrapes.",2,"want|the|new|laptop|to|have|replaceable|battery|and|to|be|solid|state|and|ruggedized|to|deal|with|bumps|and|scrapes"
"I would buy a lightweight laptop, that would be black not a colour or silver, it would need yo have wifi and Microsoft office enabled, I would need to buy a additional mouse with my laptop and bag",2,"would|buy|lightweight|laptop|that|would|be|black|not|colour|or|silver|it|would|need|yo|have|wifi|and|microsoft|office|enabled|would|need|to|buy|additional|mouse|with|my|laptop|and|bag"
"I would like a jacket that is very warm and fits me well. I want it to be XXL in size and made from Leather. I would like the jacket to be black and contain at least two pockets. I want the jacket to be affordable and less than £200. I would like to buy a jacket that will arrive in the next week.",2,"would|like|jacket|that|is|very|warm|and|fits|me|well|want|it|to|be|xxl|in|size|and|made|from|leather|would|like|the|jacket|to|be|black|and|contain|at|least|two|pockets|want|the|jacket|to|be|affordable|and|less|than|would|like|to|buy|jacket|that|will|arrive|in|the|next|week"
"I'd like a nice denim jacket, I used to have one when I was little and I kind of miss it.",2,"like|nice|denim|jacket|used|to|have|one|when|was|little|and|kind|of|miss|it"
"I am going to purchase an apple MacBook laptop. maybe the gold one. sleek design and lightweight. great for travelling with ",2,"am|going|to|purchase|an|apple|macbook|laptop|maybe|the|gold|one|sleek|design|and|lightweight|great|for|travelling|with"
"Microsoft surface laptop with windows 10 operating system",2,"microsoft|surface|laptop|with|windows|operating|system"
"I am looking for a black jacket that is water resistant, pinches at the waist, has a hood that can have a fur styling. I'd prefer it to be long and cover my bum. I'd like the buttons to be shiny and silver, not a dull silver though. ",2,"am|looking|for|black|jacket|that|is|water|resistant|pinches|at|the|waist|has|hood|that|can|have|fur|styling|prefer|it|to|be|long|and|cover|my|bum|like|the|buttons|to|be|shiny|and|silver|not|dull|silver|though"
"The jacket must big a dark color, either black or brown will do. It must have a zippered front made of metal not plastic. It must have pockets on the inside as well as the outside and a hood that can be displayed or hidden in the collar area.",2,"the|jacket|must|big|dark|color|either|black|or|brown|will|do|it|must|have|zippered|front|made|of|metal|not|plastic|it|must|have|pockets|on|the|inside|as|well|as|the|outside|and|hood|that|can|be|displayed|or|hidden|in|the|collar|area"
"I would probably buy one with plenty of memory and good picture quality , im not very up on laptops but would probably ask for guidance in shop",2,"would|probably|buy|one|with|plenty|of|memory|and|good|picture|quality|im|not|very|up|on|laptops|but|would|probably|ask|for|guidance|in|shop"
"I would choose one from a company I have used before or has been recommended by a trusted friend. I would want it to have the current word and other apps that I use.",2,"would|choose|one|from|company|have|used|before|or|has|been|recommended|by|trusted|friend|would|want|it|to|have|the|current|word|and|other|apps|that|use"
"If I could afford it I'd buy an Apple Mac book. If not, maybe a Dell",2,"if|could|afford|it|buy|an|apple|mac|book|if|not|maybe|dell"
"A lightweight, high spec laptop. Probably in black ",2,"lightweight|high|spec|laptop|probably|in|black"
"I'm going to try to find a jacket as close to the one I had as possible. Honestly, it was a black duster sweater, but I loved that thing. Hopefully I can find something like it in a good price range. ",2,"going|to|try|to|find|jacket|as|close|to|the|one|had|as|possible|honestly|it|was|black|duster|sweater|but|loved|that|thing|hopefully|can|find|something|like|it|in|good|price|range"
"It would probably be almost the same as the old one. Same colour, same size, just as comfortable. But perhaps more up to date and stylish",2,"it|would|probably|be|almost|the|same|as|the|old|one|same|colour|same|size|just|as|comfortable|but|perhaps|more|up|to|date|and|stylish"
"A standard new laptop that is budget friendly and which has internet access, a windows operating system, large clean screen and user friendly ",2,"standard|new|laptop|that|is|budget|friendly|and|which|has|internet|access|windows|operating|system|large|clean|screen|and|user|friendly"
"I would choose a higher end gaming laptop. This would allow me to play PC games on the go. ",2,"would|choose|higher|end|gaming|laptop|this|would|allow|me|to|play|pc|games|on|the|go"
"I will probably go for something like a chromebook that can be a word processor, video editor, can do spreadsheets on. I expect to spend x on it",2,"will|probably|go|for|something|like|chromebook|that|can|be|word|processor|video|editor|can|do|spreadsheets|on|expect|to|spend|on|it"
"I would choose a zip up jacket with a hood. It would be black. Not thick, but also not super thin. Something that holds in heat without being excessive",2,"would|choose|zip|up|jacket|with|hood|it|would|be|black|not|thick|but|also|not|super|thin|something|that|holds|in|heat|without|being|excessive"
"I would like blue Barbour jacket. One with no collar and press studs fastening. It come down past your hips and bum. It is fairly thin but patterned material. I would need size 12.
",2,"would|like|blue|barbour|jacket|one|with|no|collar|and|press|studs|fastening|it|come|down|past|your|hips|and|bum|it|is|fairly|thin|but|patterned|material|would|need|size"
"A black jacket with a fur lined hood, that zips up at the front and also has press studs below the hood to add extra warmth on a very cold day.",2,"black|jacket|with|fur|lined|hood|that|zips|up|at|the|front|and|also|has|press|studs|below|the|hood|to|add|extra|warmth|on|very|cold|day"
"I would like a laptop with a fast processor and a lot of memory. My new laptop would be touch screen and of course it would have a webcam. It would be at least the 15-inch screen in the graphics would be bright and sharp.",2,"would|like|laptop|with|fast|processor|and|lot|of|memory|my|new|laptop|would|be|touch|screen|and|of|course|it|would|have|webcam|it|would|be|at|least|the|inch|screen|in|the|graphics|would|be|bright|and|sharp"
"I would like an apple mac however, I would have to consider how much this is and if i could afford it. If i couldn't afford one, i would choose another laptop with a large screen.",2,"would|like|an|apple|mac|however|would|have|to|consider|how|much|this|is|and|if|could|afford|it|if|couldn|afford|one|would|choose|another|laptop|with|large|screen"
"i would to be honest prefer to buy a apple mac .the reason being you have unlimited warranty on product .Also there is no tension every year as to what antivirus to buy.but the best thing is the style and sleek look of apple.brillant tech at finger tips",2,"would|to|be|honest|prefer|to|buy|apple|mac|the|reason|being|you|have|unlimited|warranty|on|product|also|there|is|no|tension|every|year|as|to|what|antivirus|to|buy|but|the|best|thing|is|the|style|and|sleek|look|of|apple|brillant|tech|at|finger|tips"
"Standard laptop without touchcreen, 15.6 inch non-reflective screen, large touchpad, fast processor and 250gb of nvme ssd storage, 8gb of ram with a good keyboard that is comfortable and fast to type on. At least 8 hours of battery life and not too heavy, ideally less than 1.75kg.",2,"standard|laptop|without|touchcreen|inch|non|reflective|screen|large|touchpad|fast|processor|and|gb|of|nvme|ssd|storage|gb|of|ram|with|good|keyboard|that|is|comfortable|and|fast|to|type|on|at|least|hours|of|battery|life|and|not|too|heavy|ideally|less|than|kg"
"I will buy a new jacket that is not black and is extremely warm and padded and also waterproof.",2,"will|buy|new|jacket|that|is|not|black|and|is|extremely|warm|and|padded|and|also|waterproof"
"I'd like something light and comfortable, with pockets and a hood. I also want it to be a bit different and unique, something that expresses my personality, with bright colours and patterns.",2,"like|something|light|and|comfortable|with|pockets|and|hood|also|want|it|to|be|bit|different|and|unique|something|that|expresses|my|personality|with|bright|colours|and|patterns"
"I want a laptop with a bigger screen than my old one, probably a 17"". Definitely with more RAM and a better graphics card. A bigger hard drive would be nice too.",2,"want|laptop|with|bigger|screen|than|my|old|one|probably|definitely|with|more|ram|and|better|graphics|card|bigger|hard|drive|would|be|nice|too"
"I would want a jacket which is waterproof with a good but also quite 
quirky and unique. I would like a black or dark green patterned jacket which is slightly lighter than a winter jacket. I like the company Joe Browns for smart casual jackets ",2,"would|want|jacket|which|is|waterproof|with|good|but|also|quite|quirky|and|unique|would|like|black|or|dark|green|patterned|jacket|which|is|slightly|lighter|than|winter|jacket|like|the|company|joe|browns|for|smart|casual|jackets"
"I would like to get a new Carhart thick insulate jacket that keeps water out",2,"would|like|to|get|new|carhart|thick|insulate|jacket|that|keeps|water|out"
"i want a black, long, puffy coat. it should have a hood lined with fur to protect my face from the wind and the snow. it will be below my knee too so i can feel cozy ",2,"want|black|long|puffy|coat|it|should|have|hood|lined|with|fur|to|protect|my|face|from|the|wind|and|the|snow|it|will|be|below|my|knee|too|so|can|feel|cozy"
"I would love a real leather jacket with a sheep's fur-lined collar. Like Leon from Resident Evil 4.",2,"would|love|real|leather|jacket|with|sheep|fur|lined|collar|like|leon|from|resident|evil"
"I would buy the jacket based on the time of year I am buying the jacket it. If it was summer I wouldn't want to spend my money on a thick thermal jacket as it is not weather appropriate and I wouldn't get much wear out of it, vice versa. If I was buying a jacket in winter I would ensure it had a hood as I get cold ears. ",2,"would|buy|the|jacket|based|on|the|time|of|year|am|buying|the|jacket|it|if|it|was|summer|wouldn|want|to|spend|my|money|on|thick|thermal|jacket|as|it|is|not|weather|appropriate|and|wouldn|get|much|wear|out|of|it|vice|versa|if|was|buying|jacket|in|winter|would|ensure|it|had|hood|as|get|cold|ears"
"A gaming laptop. Minimum 8GB RAM (ideally 16GB). High speed processer 2.9Ghz SSD (500GB) HDD (500GB). Windows 10. For under £700",2,"gaming|laptop|minimum|gb|ram|ideally|gb|high|speed|processer|ghz|ssd|gb|hdd|gb|windows|for|under"
"I’d likely go for a jacket from the shop ‘Joules’. I’d like it to be khaki like my old one , and not too thick not too thin.",2,"likely|go|for|jacket|from|the|shop|joules|like|it|to|be|khaki|like|my|old|one|and|not|too|thick|not|too|thin"
"One that has sufficient memory, easy to use, decent size screen. Easy to connect with wireless printer or other relevant electronic devices. One that is reliable and trustworthy with a good reputation. ",2,"one|that|has|sufficient|memory|easy|to|use|decent|size|screen|easy|to|connect|with|wireless|printer|or|other|relevant|electronic|devices|one|that|is|reliable|and|trustworthy|with|good|reputation"
"I’d want one that was waterproof and warm and that could be worn all year round.",2,"want|one|that|was|waterproof|and|warm|and|that|could|be|worn|all|year|round"
"I would purchase a laptop that could do a min amount or work and run fast.  I do not care about brands, more price and function.",2,"would|purchase|laptop|that|could|do|min|amount|or|work|and|run|fast|do|not|care|about|brands|more|price|and|function"
"One with a long battery life, good memory and USB ports. I would like it to look nice too ",2,"one|with|long|battery|life|good|memory|and|usb|ports|would|like|it|to|look|nice|too"
"I would like to replace the laptop with an updated version of an Apple laptop, as this will have all the latest technology and hopefully would last for many years.",2,"would|like|to|replace|the|laptop|with|an|updated|version|of|an|apple|laptop|as|this|will|have|all|the|latest|technology|and|hopefully|would|last|for|many|years"
"something slim and easy to carry around. it would probably be a monotone colour and would have a fast running speed. it would be nice if it could also run games well but not necessary as a fairly low price would also be important. ",2,"something|slim|and|easy|to|carry|around|it|would|probably|be|monotone|colour|and|would|have|fast|running|speed|it|would|be|nice|if|it|could|also|run|games|well|but|not|necessary|as|fairly|low|price|would|also|be|important"
"A navy blue raincoat that falls mid-thigh.  It should be understated yet elegant with a simple collar and plain buttons.  A slight herringbone pattern on the material is permissible so long as it does not detract from the overall piece.  Ample pockets are desired, with at least one inside pocket.",2,"navy|blue|raincoat|that|falls|mid|thigh|it|should|be|understated|yet|elegant|with|simple|collar|and|plain|buttons|slight|herringbone|pattern|on|the|material|is|permissible|so|long|as|it|does|not|detract|from|the|overall|piece|ample|pockets|are|desired|with|at|least|one|inside|pocket"
"I want a jacket which is long and padded and will keep me warm and dry during my walk to work. ",2,"want|jacket|which|is|long|and|padded|and|will|keep|me|warm|and|dry|during|my|walk|to|work"
"I need a laptop that can access the internet easily, excellent wifi and with a large amount of storage and RAM. It needs to be portable - although I am happy to have a larger lapop if the battery life is increased. ",2,"need|laptop|that|can|access|the|internet|easily|excellent|wifi|and|with|large|amount|of|storage|and|ram|it|needs|to|be|portable|although|am|happy|to|have|larger|lapop|if|the|battery|life|is|increased"
"probably something that has a good amd ryzen processor in it with metal build quality and a nice va panel screen 
",2,"probably|something|that|has|good|amd|ryzen|processor|in|it|with|metal|build|quality|and|nice|va|panel|screen"
"I would like to get a high performance laptop that would allow me to use it for normal day to day usage as well as for gaming.",2,"would|like|to|get|high|performance|laptop|that|would|allow|me|to|use|it|for|normal|day|to|day|usage|as|well|as|for|gaming"
"Dark navy blue Under Armour, full zipper compression fit jacket.",2,"dark|navy|blue|under|armour|full|zipper|compression|fit|jacket"
"I would choose a  jacket that looks stylish and have a smart look to it. It will also not be very expensive and one that I can easily afford. ",2,"would|choose|jacket|that|looks|stylish|and|have|smart|look|to|it|it|will|also|not|be|very|expensive|and|one|that|can|easily|afford"
"i would buy a denim jacket that is kind of over sized and faded in colour ",2,"would|buy|denim|jacket|that|is|kind|of|over|sized|and|faded|in|colour"
"I want something that is lightweight so that I can move around with it easily. I absolutely need a solid state drive, and an easy to use trac pad. Other advantages would be to have a face recognition system, and a easy to use interface. My preference is with Microsoft. ",2,"want|something|that|is|lightweight|so|that|can|move|around|with|it|easily|absolutely|need|solid|state|drive|and|an|easy|to|use|trac|pad|other|advantages|would|be|to|have|face|recognition|system|and|easy|to|use|interface|my|preference|is|with|microsoft"
"it depends on the weather and also if it keeps me dry from the rain cant be too heavy and thick also will need to have a hood.

and like plain colours",2,"it|depends|on|the|weather|and|also|if|it|keeps|me|dry|from|the|rain|cant|be|too|heavy|and|thick|also|will|need|to|have|hood|and|like|plain|colours"
"I would like a good pc that runs well and has a decent amount of storage. ",2,"would|like|good|pc|that|runs|well|and|has|decent|amount|of|storage"
"I'd like to buy a shorter length jacket, hip length and I need one that has some sort of padding or lining to keep me warm and dry. It needs to have a hood and pockets too and I'd like a dark colour. Something quite neutral.",2,"like|to|buy|shorter|length|jacket|hip|length|and|need|one|that|has|some|sort|of|padding|or|lining|to|keep|me|warm|and|dry|it|needs|to|have|hood|and|pockets|too|and|like|dark|colour|something|quite|neutral"
"I would like a merino jacket with a waterproof lining.  I would like it to have pockets and a zip with a good waterproof hood.  I would like it to be stretchy so I can wear a jersey or two underneath it in the middle of winter.  quick drying",2,"would|like|merino|jacket|with|waterproof|lining|would|like|it|to|have|pockets|and|zip|with|good|waterproof|hood|would|like|it|to|be|stretchy|so|can|wear|jersey|or|two|underneath|it|in|the|middle|of|winter|quick|drying"
"I want a cool jacket, one I can add patches/badges to and make me look unique to others.",2,"want|cool|jacket|one|can|add|patches|badges|to|and|make|me|look|unique|to|others"
"I want a blue denim jacket. It can be an unlined one, meaning used for spring and fall, not for warmth in winter.",2,"want|blue|denim|jacket|it|can|be|an|unlined|one|meaning|used|for|spring|and|fall|not|for|warmth|in|winter"
"A jacket that is warm enough for cold weather, but not bulky. Neutral colors so I could wear it with a variety of clothing. I wouldn't want any designs on the jacket, just a straight forward, all purpose jacket that I could wear on multiple occasions.",2,"jacket|that|is|warm|enough|for|cold|weather|but|not|bulky|neutral|colors|so|could|wear|it|with|variety|of|clothing|wouldn|want|any|designs|on|the|jacket|just|straight|forward|all|purpose|jacket|that|could|wear|on|multiple|occasions"
"I would like to buy a silver laptop which is slimline so I can easily carry it around in my bag.  It would have to have a touch screen capacity and have enough hard drive space for me to carry out work, as well as download programmes and films easily.",2,"would|like|to|buy|silver|laptop|which|is|slimline|so|can|easily|carry|it|around|in|my|bag|it|would|have|to|have|touch|screen|capacity|and|have|enough|hard|drive|space|for|me|to|carry|out|work|as|well|as|download|programmes|and|films|easily"
"pretty much something the same, a basic black short jacket I can wear in the spring and summer.  Easy to carry and not to hot.   I would buy it in Next as that's where I got the last one and it fitted well  it would not have a big collar.",2,"pretty|much|something|the|same|basic|black|short|jacket|can|wear|in|the|spring|and|summer|easy|to|carry|and|not|to|hot|would|buy|it|in|next|as|that|where|got|the|last|one|and|it|fitted|well|it|would|not|have|big|collar"
"I need to get a new laptop, I'm not sure what type though. Its mainly for web based stuff, and for filing for my business, but I need to get one that will be useful for photo editing, in case I decide to do some more of that in the future.",2,"need|to|get|new|laptop|not|sure|what|type|though|its|mainly|for|web|based|stuff|and|for|filing|for|my|business|but|need|to|get|one|that|will|be|useful|for|photo|editing|in|case|decide|to|do|some|more|of|that|in|the|future"
"I want a puffa jacket which is really oversized and beige. This would be to replace the one I had before! ",2,"want|puffa|jacket|which|is|really|oversized|and|beige|this|would|be|to|replace|the|one|had|before"
"I would choose a jacket that i can wear in bad rain or weather as the country i live in always has rain most days.
I would pick a jacket with pockets for my train pass, money, mobile phone. 
I would like a plain colour of jacket ie grey or black ",2,"would|choose|jacket|that|can|wear|in|bad|rain|or|weather|as|the|country|live|in|always|has|rain|most|days|would|pick|jacket|with|pockets|for|my|train|pass|money|mobile|phone|would|like|plain|colour|of|jacket|ie|grey|or|black"
"I want a laptop that has word so I can keep up with my writing , WiFi for internet with lots of space g/ram so it doesn't slow down. Want a big screen with cam , I want it to be in green as it's my favourite colour. Want to be able to upload and edit all my pics and vids. Also I will need it to be a fair price maybe between 300-500 with a warranty for at lest a year. ",2,"want|laptop|that|has|word|so|can|keep|up|with|my|writing|wifi|for|internet|with|lots|of|space|ram|so|it|doesn|slow|down|want|big|screen|with|cam|want|it|to|be|in|green|as|it|my|favourite|colour|want|to|be|able|to|upload|and|edit|all|my|pics|and|vids|also|will|need|it|to|be|fair|price|maybe|between|with|warranty|for|at|lest|year"
"I'm looking for a Toshiba laptop with a good dual processor
 It needs to have fast speeds and be wifi and bluetooth enabled",2,"looking|for|toshiba|laptop|with|good|dual|processor|it|needs|to|have|fast|speeds|and|be|wifi|and|bluetooth|enabled"
"The latest apple mac book / laptop in rose gold or silver, no larger than 15"" screen size",2,"the|latest|apple|mac|book|laptop|in|rose|gold|or|silver|no|larger|than|screen|size"
"I would choose a jean jacket, darker denim, well fitted. ",2,"would|choose|jean|jacket|darker|denim|well|fitted"
"I would want an apple laptop because they are the most reliable in my opinion",2,"would|want|an|apple|laptop|because|they|are|the|most|reliable|in|my|opinion"
"I want a jacket that looks good and suits my style.  Most important though is I need something that feels comfortable.  It has to be at a decent price too.",2,"want|jacket|that|looks|good|and|suits|my|style|most|important|though|is|need|something|that|feels|comfortable|it|has|to|be|at|decent|price|too"
"I would choose a jacket that was both perfect in cold and warm weather, it would be waterproof and ultimately weather resistant. It would preferably be black in colour with a hood and holes on the cuffs to put my thumbs.",2,"would|choose|jacket|that|was|both|perfect|in|cold|and|warm|weather|it|would|be|waterproof|and|ultimately|weather|resistant|it|would|preferably|be|black|in|colour|with|hood|and|holes|on|the|cuffs|to|put|my|thumbs"
"Should have 1080p screen resolution, a touch screen, backlit keyboard and number pad.",2,"should|have|screen|resolution|touch|screen|backlit|keyboard|and|number|pad"
"I would want another macbook air thats maybe a year old with all the modern software and enough memory and no less than 8G of ram,also not over £1000 ",2,"would|want|another|macbook|air|thats|maybe|year|old|with|all|the|modern|software|and|enough|memory|and|no|less|than|of|ram|also|not|over"
"The jacket I'm using at the moment is a coat so I would replace it with another winter coat. I tend to buy grey coats, and they must have pockets and be warm. Typically I don't buy coats with a hood because I tend to like coats without hoods, although it would be ideal to have one because the weather is rubbish. ",2,"the|jacket|using|at|the|moment|is|coat|so|would|replace|it|with|another|winter|coat|tend|to|buy|grey|coats|and|they|must|have|pockets|and|be|warm|typically|don|buy|coats|with|hood|because|tend|to|like|coats|without|hoods|although|it|would|be|ideal|to|have|one|because|the|weather|is|rubbish"
"I would pick a nice big cosy jacket that can be used for all ocasions when I go to work or even when I go shopping. It would have to be good quality and it would have to have a known brand on it.",2,"would|pick|nice|big|cosy|jacket|that|can|be|used|for|all|ocasions|when|go|to|work|or|even|when|go|shopping|it|would|have|to|be|good|quality|and|it|would|have|to|have|known|brand|on|it"
"The laptop i would want would be fast and efficient not to expensive but i would also not buy a cheap one",2,"the|laptop|would|want|would|be|fast|and|efficient|not|to|expensive|but|would|also|not|buy|cheap|one"
"I require a basic laptop mainly for internet surfing or watching video clips films etc. It should be a known branded laptop of entry or budget level costing no more than £300. The processor should be able to cope with basic functions only as it would not be used for gaming purposes.",2,"require|basic|laptop|mainly|for|internet|surfing|or|watching|video|clips|films|etc|it|should|be|known|branded|laptop|of|entry|or|budget|level|costing|no|more|than|the|processor|should|be|able|to|cope|with|basic|functions|only|as|it|would|not|be|used|for|gaming|purposes"
"I would love to get a new apple laptop. They work very well and are reliable ",2,"would|love|to|get|new|apple|laptop|they|work|very|well|and|are|reliable"
"An Apple MacBook with a terrabit hard drive and a carry case",2,"an|apple|macbook|with|terrabit|hard|drive|and|carry|case"
"I would choose a good quality laptop, which would be lightweight and stylish.  It would have a good operating system and enable me to do an array of activities.",2,"would|choose|good|quality|laptop|which|would|be|lightweight|and|stylish|it|would|have|good|operating|system|and|enable|me|to|do|an|array|of|activities"
"I would choose a laptop with good specs but mainly a good processor and graphics card so I can run the programms I need to as well as be able to use it for some light gaming. Idealy I would like one that is easy to carry around (so not very heavy but also one that I;ll be able to fit in a normal bag) ",2,"would|choose|laptop|with|good|specs|but|mainly|good|processor|and|graphics|card|so|can|run|the|programms|need|to|as|well|as|be|able|to|use|it|for|some|light|gaming|idealy|would|like|one|that|is|easy|to|carry|around|so|not|very|heavy|but|also|one|that|ll|be|able|to|fit|in|normal|bag"
"My laptop is buy would be a decent one but not too expensive, a one that I could do all my things on I needed to do. I like the colour red so it would have to have a red lid, and also cost no more than £500",2,"my|laptop|is|buy|would|be|decent|one|but|not|too|expensive|one|that|could|do|all|my|things|on|needed|to|do|like|the|colour|red|so|it|would|have|to|have|red|lid|and|also|cost|no|more|than"
"A good quality screen is most important. I would only choose a laptop with both a high-end cpu and a high-end gpu. Weight and thickness are not important to me.",2,"good|quality|screen|is|most|important|would|only|choose|laptop|with|both|high|end|cpu|and|high|end|gpu|weight|and|thickness|are|not|important|to|me"
"i would not mind about the make. I would require it to be up to date with the latest Windows and have a built in virus protection which constantly updates. I would also require that it can also run at a fast enough speed to smoothly show videos and films. I would want a large memory to store photos and music.",2,"would|not|mind|about|the|make|would|require|it|to|be|up|to|date|with|the|latest|windows|and|have|built|in|virus|protection|which|constantly|updates|would|also|require|that|it|can|also|run|at|fast|enough|speed|to|smoothly|show|videos|and|films|would|want|large|memory|to|store|photos|and|music"
"I am interested in a nice warm jacket that fits nicely. I prefer the jacket to be of a grayish color and have a warmer lining. I would be like it to have almost a warm lining. ",2,"am|interested|in|nice|warm|jacket|that|fits|nicely|prefer|the|jacket|to|be|of|grayish|color|and|have|warmer|lining|would|be|like|it|to|have|almost|warm|lining"
"I would choose a lightweight slim laptop that would be touch screen. Fast intel hard drive, battery life would be long lasting ",2,"would|choose|lightweight|slim|laptop|that|would|be|touch|screen|fast|intel|hard|drive|battery|life|would|be|long|lasting"
