ID|domain|text|USER_age|USER_gender|USER_domain_knowledge|KEYFACTS_annotator1|KEYFACTS_annotator2|KEYFACTS_annotator3|KEYFACTS_annotator4|KEYFACTS_annotation_by_2|KEYFACTS_IAA|KEYFACTS_segments|VAGUE_annotator1|VAGUE_annotator2|VAGUE_annotator3|VAGUE_annotator4|VAGUE_annotation_by_2|VAGUE_IAA|
668|jacket|I want a puffa jacket which is really oversized and beige. This would be to replace the one I had before! |21|female|6|[['puffa', 9], ['really', 31], ['oversized', 38], ['beige', 52]]|[['puffa', 9], ['really', 31], ['oversized', 38], ['beige', 52]]|[['puffa', 9], ['oversized', 38], ['beige', 52]]||[['puffa', 9], ['really', 31], ['oversized', 38], ['beige', 52]]|0.8916083916083917|['puffa', 'really oversized', 'beige']|||||||
669|jacket|I would want a long down filled jacket that is hooded and waterproof |35|female|6|[['long', 15], ['down', 20], ['filled', 25], ['hooded', 47], ['waterproof', 58]]|[['long', 15], ['down', 20], ['filled', 25], ['hooded', 47], ['waterproof', 58]]|[['long', 15], ['down', 20], ['filled', 25], ['hooded', 47], ['waterproof', 58]]||[['long', 15], ['down', 20], ['filled', 25], ['hooded', 47], ['waterproof', 58]]|1.0|['long', 'down filled', 'hooded', 'waterproof ']|||||||
671|jacket|Black jacket probably from a cheap store like primark or H&M. I would buy another jacket that would look identical to the one I lost.|21|male|3|[['black', 0], ['cheap', 29]]|[['black', 0], ['cheap', 29], ['store', 35], ['primark', 46], ['or', 54], ['h', 57]]|[['black', 0], ['primark', 46], ['h', 57]]||[['black', 0], ['cheap', 29], ['primark', 46], ['h', 57]]|0.4776119402985074|['Black', 'cheap', 'primark', 'H']|||||||
673|jacket|I would want a different kind of jacket, maybe a black long jacket that is not too warm for mild temperatures but a jacket I won't feel too cold in as well. I would want it in the colour black, as this would go with everything. It would be slightly large on me, as I like that kind of style, and it would look cool.|22|female|4|[['black', 49], ['long', 55], ['too', 79], ['warm', 83], ['colour', 180], ['black', 187], ['would', 202], ['go', 208], ['with', 211], ['everything', 216], ['slightly', 240], ['large', 249], ['look', 305], ['cool', 310]]|[['black', 49], ['long', 55], ['too', 79], ['warm', 83], ['for', 88], ['mild', 92], ['temperatures', 97], ['feel', 131], ['too', 136], ['cold', 140], ['in', 145], ['colour', 180], ['black', 187], ['go', 208], ['with', 211], ['everything', 216], ['slightly', 240], ['large', 249], ['look', 305], ['cool', 310]]|[['black', 49], ['long', 55], ['too', 79], ['warm', 83], ['for', 88], ['mild', 92], ['temperatures', 97], ['too', 136], ['cold', 140], ['colour', 180], ['black', 187], ['slightly', 240], ['large', 249], ['style', 285], ['cool', 310]]||[['black', 49], ['long', 55], ['too', 79], ['warm', 83], ['for', 88], ['mild', 92], ['temperatures', 97], ['too', 136], ['cold', 140], ['colour', 180], ['black', 187], ['go', 208], ['with', 211], ['everything', 216], ['slightly', 240], ['large', 249], ['look', 305], ['cool', 310]]|0.6492261334063827|['black', 'long', 'too warm for mild temperatures', 'too cold', 'colour black', 'go with everything', 'slightly large', 'look cool']|||||||
674|jacket|Todays job mate is to go and buy a new jacket, ive lost my normal one somewhere. this time im going for  a leather jacket, zip and buttons at the front, that just keep the wind out. no particular brand, just something from next in the high street.|31|female|5|[['leather', 107], ['zip', 123], ['buttons', 131], ['keep', 163], ['the', 168], ['wind', 172], ['out', 177], ['particular', 185], ['brand', 196]]|[['leather', 107], ['zip', 123], ['buttons', 131], ['keep', 163], ['the', 168], ['wind', 172], ['out', 177], ['brand', 196]]|[['leather', 107], ['zip', 123], ['and', 127], ['buttons', 131], ['at', 139], ['the', 142], ['front', 146], ['keep', 163], ['the', 168], ['wind', 172], ['out', 177], ['particular', 185], ['brand', 196]]||[['leather', 107], ['zip', 123], ['buttons', 131], ['keep', 163], ['the', 168], ['wind', 172], ['out', 177], ['particular', 185], ['brand', 196]]|0.7909356725146199|['leather', 'zip', 'buttons', 'keep the wind out', 'particular brand']|||||||
675|jacket|I would really love to replace the jacket that I lost with the exact same one if possible. I will choose a lightweight but warm jacket. It will be bright coloured for the summer months and also for visibility in the dark winter nights. It will have normal sleeve length, but a shorter length in the waist.|32|female|3|[['lightweight', 107], ['warm', 123], ['bright', 147], ['coloured', 154], ['normal', 249], ['sleeve', 256], ['length', 263], ['shorter', 277], ['length', 285], ['in', 292], ['the', 295], ['waist', 299]]|[['lightweight', 107], ['warm', 123], ['bright', 147], ['coloured', 154], ['summer', 171], ['months', 178], ['visibility', 198], ['in', 209], ['the', 212], ['dark', 216], ['normal', 249], ['sleeve', 256], ['length', 263], ['shorter', 277], ['length', 285], ['in', 292], ['the', 295], ['waist', 299]]|[['lightweight', 107], ['warm', 123], ['bright', 147], ['coloured', 154], ['for', 163], ['the', 167], ['summer', 171], ['months', 178], ['visibility', 198], ['in', 209], ['the', 212], ['dark', 216], ['winter', 221], ['nights', 228], ['normal', 249], ['sleeve', 256], ['length', 263], ['shorter', 277], ['length', 285], ['in', 292], ['the', 295], ['waist', 299]]||[['lightweight', 107], ['warm', 123], ['bright', 147], ['coloured', 154], ['summer', 171], ['months', 178], ['visibility', 198], ['in', 209], ['the', 212], ['dark', 216], ['normal', 249], ['sleeve', 256], ['length', 263], ['shorter', 277], ['length', 285], ['in', 292], ['the', 295], ['waist', 299]]|0.7252747252747253|['lightweight', 'warm', 'bright coloured', 'summer months', 'visibility in the dark', 'normal sleeve length', 'shorter length in the waist']|||||||
676|jacket|I would purchase a replacement Borg denim pale blue jacket that was thick enough to wear with a jumper and be warm in the winter but also thin enough to just wear with a t-shirt in the summer|21|male|5|[['borg', 31], ['denim', 36], ['pale', 42], ['blue', 47], ['thick', 68], ['warm', 110], ['winter', 122], ['thin', 138], ['summer', 185]]|[['borg', 31], ['denim', 36], ['pale', 42], ['blue', 47], ['thick', 68], ['enough', 74], ['to', 81], ['wear', 84], ['with', 89], ['a', 94], ['jumper', 96], ['warm', 110], ['winter', 122], ['thin', 138], ['enough', 143], ['to', 150], ['just', 153], ['wear', 158], ['with', 163], ['a', 168], ['t', 170], ['shirt', 172], ['summer', 185]]|[['borg', 31], ['denim', 36], ['pale', 42], ['blue', 47], ['thick', 68], ['warm', 110], ['thin', 138]]||[['borg', 31], ['denim', 36], ['pale', 42], ['blue', 47], ['thick', 68], ['warm', 110], ['winter', 122], ['thin', 138], ['summer', 185]]|0.38987508218277456|['Borg', 'denim', 'pale blue', 'thick', 'warm', 'winter', 'thin', 'summer']|||||||
677|jacket|i would go for something warm but not too heavy so can wear in spring|36|male|5|[['warm', 25], ['too', 38], ['heavy', 42], ['wear', 55], ['in', 60], ['spring', 63]]|[['warm', 25], ['too', 38], ['heavy', 42], ['wear', 55], ['in', 60], ['spring', 63]]|[['warm', 25], ['too', 38], ['heavy', 42], ['spring', 63]]||[['warm', 25], ['too', 38], ['heavy', 42], ['wear', 55], ['in', 60], ['spring', 63]]|0.8103448275862069|['warm', 'too heavy', 'wear in spring']|||||||
678|jacket|the jacket I would buy is usually one I see and like that is hanging on the rails in the store, typically it is an item that is dark in colour preferably in black and drops to about waist height. This would have to keep mw warm in the winter months and cool in the slightly warmer weather. I would only use this for going out to the gym or on shopping trips. also the jacket doesn't need to be a name expensive product as long as it is quality made from the manufactory |38|male|3|[['dark', 128], ['colour', 136], ['black', 157], ['drops', 167], ['to', 173], ['about', 176], ['waist', 182], ['height', 188], ['warm', 223], ['cool', 253], ['going', 316], ['out', 322], ['to', 326], ['the', 329], ['gym', 333], ['on', 340], ['shopping', 343], ['trips', 352], ['name', 396], ['expensive', 401], ['product', 411], ['quality', 436], ['made', 444]]|[['dark', 128], ['colour', 136], ['black', 157], ['drops', 167], ['to', 173], ['about', 176], ['waist', 182], ['height', 188], ['keep', 215], ['mw', 220], ['warm', 223], ['winter', 235], ['going', 316], ['out', 322], ['to', 326], ['the', 329], ['gym', 333], ['shopping', 343], ['trips', 352], ['name', 396], ['expensive', 401], ['quality', 436], ['made', 444]]|[['dark', 128], ['in', 133], ['colour', 136], ['black', 157], ['waist', 182], ['height', 188], ['warm', 223], ['cool', 253], ['use', 303], ['going', 316], ['out', 322], ['to', 326], ['the', 329], ['gym', 333], ['shopping', 343], ['trips', 352], ['a', 394], ['name', 396], ['expensive', 401], ['product', 411], ['quality', 436], ['from', 449], ['the', 454], ['manufactory', 458]]||[['dark', 128], ['colour', 136], ['black', 157], ['drops', 167], ['to', 173], ['about', 176], ['waist', 182], ['height', 188], ['warm', 223], ['cool', 253], ['going', 316], ['out', 322], ['to', 326], ['the', 329], ['gym', 333], ['shopping', 343], ['trips', 352], ['name', 396], ['expensive', 401], ['product', 411], ['quality', 436], ['made', 444]]|0.6980730897009967|['dark colour', 'black', 'drops to about waist height', 'warm', 'cool', 'going out to the gym', 'shopping trips', 'name expensive product', 'quality made']|||||||
679|jacket|I want the same type. Its a work jacket. Light brown made with a canvas shell. An example of a popular brand would be Carharrt|27|male|5|[['work', 28], ['light', 41], ['brown', 47], ['canvas', 65], ['shell', 72], ['carharrt', 118]]|[['work', 28], ['light', 41], ['brown', 47], ['canvas', 65], ['shell', 72], ['brand', 103], ['carharrt', 118]]|[['work', 28], ['jacket', 33], ['light', 41], ['brown', 47], ['canvas', 65], ['shell', 72], ['brand', 103], ['carharrt', 118]]||[['work', 28], ['light', 41], ['brown', 47], ['canvas', 65], ['shell', 72], ['brand', 103], ['carharrt', 118]]|0.8694885361552028|['work', 'light brown', 'canvas shell', 'brand', 'Carharrt']|||||||
680|jacket|I have had my jacket for a few years and I think i would like a new one that is similar in style. It needs to be versatile but stylish so it might not be easy to find a replacement straight away.|65|female|6|[['versatile', 113], ['stylish', 127]]|[['versatile', 113], ['stylish', 127]]|[['versatile', 113], ['stylish', 127]]||[['versatile', 113], ['stylish', 127]]|1.0|['versatile', 'stylish']|||||||
681|jacket|The jacket needs to have a bland and simple design so I don't stand out too much. Also, it would need to have a lot of deep pockets on the inside and outside parts so I can carry my items with me securely -- my mobile phone, wallet, and house keys need to be securely carried on me while outside.|26|male|2|[['bland', 27], ['simple', 37], ['design', 44], ['lot', 112], ['of', 116], ['deep', 119], ['pockets', 124]]|[['bland', 27], ['simple', 37], ['design', 44], ['stand', 62], ['out', 68], ['lot', 112], ['of', 116], ['deep', 119], ['pockets', 124], ['on', 132], ['the', 135], ['inside', 139], ['and', 146], ['outside', 150]]|[['bland', 27], ['and', 33], ['simple', 37], ['design', 44], ['deep', 119], ['pockets', 124], ['on', 132], ['the', 135], ['inside', 139], ['and', 146], ['outside', 150], ['parts', 158]]||[['bland', 27], ['simple', 37], ['design', 44], ['lot', 112], ['of', 116], ['deep', 119], ['pockets', 124], ['on', 132], ['the', 135], ['inside', 139], ['and', 146], ['outside', 150]]|0.5941043083900227|['bland', 'simple design', 'lot of deep pockets on the inside and outside']|||||||
682|jacket|Something casual, that i can wear out and about and to work, nothing to flashy but easy to clean. Will try and get something in the sale.|36|female|7|[['casual', 10], ['wear', 29], ['out', 34], ['and', 38], ['about', 42], ['and', 48], ['to', 52], ['work', 55], ['to', 69], ['flashy', 72], ['easy', 83], ['to', 88], ['clean', 91]]|[['casual', 10], ['wear', 29], ['out', 34], ['to', 52], ['work', 55], ['flashy', 72], ['easy', 83], ['to', 88], ['clean', 91], ['sale', 132]]|[['casual', 10], ['wear', 29], ['out', 34], ['and', 38], ['about', 42], ['and', 48], ['to', 52], ['work', 55], ['to', 69], ['flashy', 72], ['easy', 83], ['to', 88], ['clean', 91]]||[['casual', 10], ['wear', 29], ['out', 34], ['and', 38], ['about', 42], ['and', 48], ['to', 52], ['work', 55], ['to', 69], ['flashy', 72], ['easy', 83], ['to', 88], ['clean', 91]]|0.7530864197530864|['casual', 'wear out and about and to work', 'to flashy', 'easy to clean']|||||||
684|jacket|It would be waterproof and good quality, such as by Mountain Equipment. It would have plenty of pockets, breathable and wicking material, and definitely goretex. |35|female|5|[['waterproof', 12], ['good', 27], ['quality', 32], ['mountain', 52], ['equipment', 61], ['plenty', 86], ['of', 93], ['pockets', 96], ['breathable', 105], ['wicking', 120], ['material', 128], ['goretex', 153]]|[['waterproof', 12], ['good', 27], ['quality', 32], ['mountain', 52], ['equipment', 61], ['plenty', 86], ['of', 93], ['pockets', 96], ['breathable', 105], ['wicking', 120], ['material', 128], ['goretex', 153]]|[['waterproof', 12], ['good', 27], ['quality', 32], ['mountain', 52], ['equipment', 61], ['plenty', 86], ['of', 93], ['pockets', 96], ['breathable', 105], ['and', 116], ['wicking', 120], ['material', 128], ['goretex', 153]]||[['waterproof', 12], ['good', 27], ['quality', 32], ['mountain', 52], ['equipment', 61], ['plenty', 86], ['of', 93], ['pockets', 96], ['breathable', 105], ['wicking', 120], ['material', 128], ['goretex', 153]]|0.9473684210526316|['waterproof', 'good quality', 'Mountain Equipment', 'plenty of pockets', 'breathable', 'wicking material', 'goretex ']|||||||
685|jacket|My current jacket is a little bit too large. I would get one that I know for sure fits me well. It would also have soft colors, because those are my favorite kinds of colors. Maybe a light gray.|22|female|1|[['fits', 82], ['me', 87], ['well', 90], ['soft', 115], ['colors', 120], ['light', 183], ['gray', 189]]|[['fits', 82], ['me', 87], ['well', 90], ['soft', 115], ['colors', 120], ['light', 183], ['gray', 189]]|[['fits', 82], ['me', 87], ['well', 90], ['soft', 115], ['colors', 120], ['light', 183], ['gray', 189]]||[['fits', 82], ['me', 87], ['well', 90], ['soft', 115], ['colors', 120], ['light', 183], ['gray', 189]]|1.0|['fits me well', 'soft colors', 'light gray']|||||||
686|jacket|Puffer jacket - with a detachable hood. The hood has faux fur lining. The colour is black and it is well fitted. |22|female|6|[['puffer', 0], ['detachable', 23], ['hood', 34], ['hood', 44], ['has', 49], ['faux', 53], ['fur', 58], ['lining', 62], ['colour', 74], ['black', 84], ['well', 100], ['fitted', 105]]|[['puffer', 0], ['detachable', 23], ['hood', 34], ['hood', 44], ['faux', 53], ['fur', 58], ['lining', 62], ['colour', 74], ['black', 84], ['well', 100], ['fitted', 105]]|[['puffer', 0], ['jacket', 7], ['a', 21], ['detachable', 23], ['hood', 34], ['hood', 44], ['faux', 53], ['fur', 58], ['lining', 62], ['colour', 74], ['black', 84], ['well', 100], ['fitted', 105]]||[['puffer', 0], ['detachable', 23], ['hood', 34], ['hood', 44], ['faux', 53], ['fur', 58], ['lining', 62], ['colour', 74], ['black', 84], ['well', 100], ['fitted', 105]]|0.808641975308642|['puffer', 'detachable hood', 'hood faux fur lining', 'colour black', 'well fitted ']|||||||
690|jacket|I would prefer a leather jacket with buttons and collared neck line.|32|male|2|[['leather', 17], ['buttons', 37], ['collared', 49], ['neck', 58], ['line', 63]]|[['leather', 17], ['buttons', 37], ['collared', 49], ['neck', 58], ['line', 63]]|[['leather', 17], ['buttons', 37], ['collared', 49], ['neck', 58], ['line', 63]]||[['leather', 17], ['buttons', 37], ['collared', 49], ['neck', 58], ['line', 63]]|1.0|['leather', 'buttons', 'collared neck line']|||||||
691|jacket|I would want a jacket that is loose fitting because I often layer more clothing underneath jackets when I wear them. I'd also want a dark color like black or dark green or blue because I don't really like wearing light or bright colors.|24|female|4|[['loose', 30], ['fitting', 36], ['dark', 133], ['color', 138], ['black', 149], ['dark', 158], ['green', 163], ['blue', 172]]|[['loose', 30], ['fitting', 36], ['clothing', 71], ['underneath', 80], ['dark', 133], ['color', 138], ['black', 149], ['dark', 158], ['green', 163], ['blue', 172]]|[['loose', 30], ['fitting', 36], ['dark', 133], ['color', 138], ['like', 144], ['black', 149], ['or', 155], ['dark', 158], ['green', 163], ['or', 169], ['blue', 172], ['wearing', 205], ['light', 213], ['or', 219], ['bright', 222], ['colors', 229]]||[['loose', 30], ['fitting', 36], ['dark', 133], ['color', 138], ['black', 149], ['dark', 158], ['green', 163], ['blue', 172]]|0.6125565610859729|['loose fitting', 'dark color', 'black', 'dark green', 'blue']|||||||
693|jacket|I'd like to get one second hand if possible, good quality, beautiful, long-lasting, probably blue or navy blue, natural materials if possible.|40|female|5|[['second', 20], ['hand', 27], ['good', 45], ['quality', 50], ['beautiful', 59], ['long', 70], ['lasting', 75], ['blue', 93], ['navy', 101], ['blue', 106], ['natural', 112], ['materials', 120]]|[['second', 20], ['hand', 27], ['good', 45], ['quality', 50], ['beautiful', 59], ['long', 70], ['lasting', 75], ['blue', 93], ['navy', 101], ['blue', 106], ['natural', 112], ['materials', 120]]|[['second', 20], ['hand', 27], ['good', 45], ['quality', 50], ['beautiful', 59], ['long', 70], ['lasting', 75], ['blue', 93], ['navy', 101], ['blue', 106], ['natural', 112], ['materials', 120]]||[['second', 20], ['hand', 27], ['good', 45], ['quality', 50], ['beautiful', 59], ['long', 70], ['lasting', 75], ['blue', 93], ['navy', 101], ['blue', 106], ['natural', 112], ['materials', 120]]|1.0|['second hand', 'good quality', 'beautiful', 'long-lasting', 'blue', 'navy blue', 'natural materials']|||||||
694|jacket|I plan upon purchasing a high quality winter sports jacket, most likely made by Columbia Sportswear or Patagonia, Inc.  The winter jacket I envision will be double lined, and have a front metal zipper from bottom to throat.  There are many winter clothing sales ongoing at the present time.|35|male|6|[['high', 25], ['quality', 30], ['winter', 38], ['sports', 45], ['columbia', 80], ['sportswear', 89], ['patagonia', 103], ['inc', 114], ['double', 157], ['lined', 164], ['front', 182], ['metal', 188], ['zipper', 194]]|[['high', 25], ['quality', 30], ['winter', 38], ['sports', 45], ['columbia', 80], ['sportswear', 89], ['patagonia', 103], ['winter', 124], ['double', 157], ['lined', 164], ['front', 182], ['metal', 188], ['zipper', 194], ['from', 201], ['bottom', 206], ['to', 213], ['throat', 216], ['sales', 256]]|[['high', 25], ['quality', 30], ['winter', 38], ['sports', 45], ['jacket', 52], ['columbia', 80], ['sportswear', 89], ['patagonia', 103], ['double', 157], ['lined', 164], ['a', 180], ['front', 182], ['metal', 188], ['zipper', 194], ['from', 201], ['bottom', 206], ['to', 213], ['throat', 216]]||[['high', 25], ['quality', 30], ['winter', 38], ['sports', 45], ['columbia', 80], ['sportswear', 89], ['patagonia', 103], ['double', 157], ['lined', 164], ['front', 182], ['metal', 188], ['zipper', 194], ['from', 201], ['bottom', 206], ['to', 213], ['throat', 216]]|0.7263640149937527|['high quality', 'winter sports', 'Columbia Sportswear', 'Patagonia', 'double lined', 'front metal zipper from bottom to throat']|||||||
695|jacket|I'm buying a black leather jacket made like a denim trucker's jacket. |58|female|5|[['black', 13], ['leather', 19], ['like', 39], ['a', 44], ['denim', 46], ['trucker', 52]]|[['black', 13], ['leather', 19], ['denim', 46], ['trucker', 52], ['s', 60]]|[['black', 13], ['leather', 19], ['denim', 46], ['trucker', 52], ['s', 60], ['jacket', 62]]||[['black', 13], ['leather', 19], ['denim', 46], ['trucker', 52], ['s', 60]]|0.6141176470588234|['black', 'leather', "denim trucker's "]|||||||
696|jacket|To replace the jacket I lost, I would like to buy a jacket which is black, denim but waterproof, quilted on the inside for warmth, has a hood and a zip at the front, with thumb holes in the sleeves to keep my hands warm. |20|female|3|[['black', 68], ['denim', 75], ['waterproof', 85], ['quilted', 97], ['on', 105], ['the', 108], ['inside', 112], ['hood', 137], ['zip', 148], ['at', 152], ['the', 155], ['front', 159], ['thumb', 171], ['holes', 177], ['in', 183], ['the', 186], ['sleeves', 190]]|[['black', 68], ['denim', 75], ['waterproof', 85], ['quilted', 97], ['inside', 112], ['warmth', 123], ['a', 135], ['hood', 137], ['a', 146], ['zip', 148], ['at', 152], ['the', 155], ['front', 159], ['thumb', 171], ['holes', 177], ['in', 183], ['the', 186], ['sleeves', 190]]|[['black', 68], ['denim', 75], ['waterproof', 85], ['quilted', 97], ['on', 105], ['the', 108], ['inside', 112], ['for', 119], ['warmth', 123], ['a', 135], ['hood', 137], ['a', 146], ['zip', 148], ['at', 152], ['the', 155], ['front', 159], ['thumb', 171], ['holes', 177], ['in', 183], ['the', 186], ['sleeves', 190]]||[['black', 68], ['denim', 75], ['waterproof', 85], ['quilted', 97], ['on', 105], ['the', 108], ['inside', 112], ['warmth', 123], ['a', 135], ['hood', 137], ['a', 146], ['zip', 148], ['at', 152], ['the', 155], ['front', 159], ['thumb', 171], ['holes', 177], ['in', 183], ['the', 186], ['sleeves', 190]]|0.8182640144665461|['black', 'denim', 'waterproof', 'quilted on the inside', 'warmth', 'a hood', 'a zip at the front', 'thumb holes in the sleeves']|||||||
697|jacket|As it is still the early days of spring, it would be a similar replacement, a thick coat that always keeps me warm. One that slickly incorporates a hood would be nice but is by no means 100% necessary. |27|male|3|[['thick', 78], ['coat', 84], ['warm', 110], ['slickly', 125], ['incorporates', 133], ['a', 146], ['hood', 148]]|[['thick', 78], ['coat', 84], ['keeps', 101], ['me', 107], ['warm', 110], ['a', 146], ['hood', 148]]|[['thick', 78], ['warm', 110], ['a', 146], ['hood', 148]]||[['thick', 78], ['coat', 84], ['warm', 110], ['a', 146], ['hood', 148]]|0.6745230078563412|['thick', 'coat', 'warm', 'a hood']|||||||
698|jacket|The type of jacket that I would buy as a replacement would be a goose down jacket that is lightweight as possible, but also high in down fill so its warm. |32|male|4|[['goose', 64], ['down', 70], ['lightweight', 90], ['warm', 149]]|[['goose', 64], ['down', 70], ['lightweight', 90], ['high', 124], ['in', 129], ['down', 132], ['fill', 137], ['warm', 149]]|[['goose', 64], ['down', 70], ['lightweight', 90], ['high', 124], ['in', 129], ['down', 132], ['fill', 137], ['warm', 149]]||[['goose', 64], ['down', 70], ['lightweight', 90], ['high', 124], ['in', 129], ['down', 132], ['fill', 137], ['warm', 149]]|0.747945205479452|['goose down', 'lightweight', 'high in down fill', 'warm ']|||||||
700|jacket|I would want a jacket that has a similar look and style.  It would be black with some nice zipper details.  It would be somewhat thin so that I can layer a hoodie underneath when it gets cold while still being thin enough for use at night during the Spring and Summer months.  It would have a very modern fit that isn't super tight, but also not baggy.  It would make me look good and fun, without being too oddball or out there aesthetically.  The brand really doesn't matter.|35|male|5|[['black', 70], ['nice', 86], ['zipper', 91], ['details', 98], ['thin', 129], ['thin', 210], ['enough', 215], ['for', 222], ['use', 226], ['at', 230], ['night', 233], ['during', 239], ['the', 246], ['spring', 250], ['and', 257], ['summer', 261], ['months', 268], ['very', 293], ['modern', 298], ['fit', 305], ['super', 320], ['tight', 326], ['baggy', 346], ['too', 404], ['oddball', 408], ['aesthetically', 429], ['brand', 449]]|[['black', 70], ['nice', 86], ['zipper', 91], ['details', 98], ['thin', 129], ['hoodie', 156], ['underneath', 163], ['thin', 210], ['enough', 215], ['spring', 250], ['and', 257], ['summer', 261], ['very', 293], ['modern', 298], ['fit', 305], ['super', 320], ['tight', 326], ['baggy', 346], ['look', 371], ['good', 376], ['and', 381], ['fun', 385], ['oddball', 408], ['brand', 449]]|[['black', 70], ['nice', 86], ['zipper', 91], ['details', 98], ['somewhat', 120], ['thin', 129], ['for', 222], ['use', 226], ['at', 230], ['night', 233], ['during', 239], ['the', 246], ['spring', 250], ['and', 257], ['summer', 261], ['months', 268], ['very', 293], ['modern', 298], ['fit', 305], ['super', 320], ['tight', 326], ['baggy', 346], ['too', 404], ['oddball', 408], ['or', 416], ['out', 419], ['there', 423], ['aesthetically', 429], ['brand', 449]]||[['black', 70], ['nice', 86], ['zipper', 91], ['details', 98], ['thin', 129], ['thin', 210], ['enough', 215], ['for', 222], ['use', 226], ['at', 230], ['night', 233], ['during', 239], ['the', 246], ['spring', 250], ['and', 257], ['summer', 261], ['months', 268], ['very', 293], ['modern', 298], ['fit', 305], ['super', 320], ['tight', 326], ['baggy', 346], ['too', 404], ['oddball', 408], ['aesthetically', 429], ['brand', 449]]|0.6300518134715025|['black', 'nice zipper details', 'thin', 'thin enough for use at night during the Spring and Summer months', ' very modern fit', 'super tight', 'baggy', 'too oddball', 'aesthetically', 'brand']|||||||
701|jacket|I want a long jacket that comes to mid leg in a dark colour and very warm|46|female|6|[['long', 9], ['comes', 26], ['to', 32], ['mid', 35], ['leg', 39], ['dark', 48], ['colour', 53], ['very', 64], ['warm', 69]]|[['long', 9], ['to', 32], ['mid', 35], ['leg', 39], ['dark', 48], ['colour', 53], ['very', 64], ['warm', 69]]|[['long', 9], ['mid', 35], ['leg', 39], ['dark', 48], ['colour', 53], ['very', 64], ['warm', 69]]||[['long', 9], ['to', 32], ['mid', 35], ['leg', 39], ['dark', 48], ['colour', 53], ['very', 64], ['warm', 69]]|0.845679012345679|['long', 'to mid leg', 'dark colour', 'very warm']|||||||
702|jacket|I am going to buy a a similar jacket to the one I currently have as I find it to be warm but not too bulky, also water resistant and fashionable. I also love the colour so would look for one the same colour. I may actually just try and buy the same jacket if they still have it. |32|female|4|[['warm', 84], ['too', 97], ['bulky', 101], ['water', 113], ['resistant', 119], ['fashionable', 133]]|[['warm', 84], ['bulky', 101], ['water', 113], ['resistant', 119], ['fashionable', 133], ['colour', 162]]|[['warm', 84], ['too', 97], ['bulky', 101], ['water', 113], ['resistant', 119], ['fashionable', 133]]||[['warm', 84], ['too', 97], ['bulky', 101], ['water', 113], ['resistant', 119], ['fashionable', 133]]|0.8770090845562544|['warm', 'too bulky', 'water resistant', 'fashionable']|||||||
703|jacket|I'm going to buy the kind of jacket that has a lightweight, water-repellent layer on the outside with a removable liner that is insulated to keep you warm so I can wear it in all seasons.|39|female|2|[['lightweight', 47], ['water', 60], ['repellent', 66], ['layer', 76], ['on', 82], ['the', 85], ['outside', 89], ['removable', 104], ['liner', 114], ['warm', 150], ['wear', 164], ['it', 169], ['in', 172], ['all', 175], ['seasons', 179]]|[['lightweight', 47], ['water', 60], ['repellent', 66], ['layer', 76], ['outside', 89], ['removable', 104], ['liner', 114], ['insulated', 128], ['keep', 141], ['you', 146], ['warm', 150], ['all', 175], ['seasons', 179]]|[['lightweight', 47], ['water', 60], ['repellent', 66], ['layer', 76], ['on', 82], ['the', 85], ['outside', 89], ['removable', 104], ['liner', 114], ['warm', 150], ['wear', 164], ['it', 169], ['in', 172], ['all', 175], ['seasons', 179]]||[['lightweight', 47], ['water', 60], ['repellent', 66], ['layer', 76], ['on', 82], ['the', 85], ['outside', 89], ['removable', 104], ['liner', 114], ['warm', 150], ['wear', 164], ['it', 169], ['in', 172], ['all', 175], ['seasons', 179]]|0.7038978054372749|['lightweight', 'water-repellent layer on the outside', 'removable liner', 'warm', 'wear it in all seasons']|||||||
704|jacket|I would look for a peacoat style jacket in a color that was versatile, such as gray or green or khaki, with a hood that was fairly stylish and flattering.|32|female|6|[['peacoat', 19], ['style', 27], ['color', 45], ['versatile', 60], ['gray', 79], ['green', 87], ['khaki', 96], ['hood', 110], ['fairly', 124], ['stylish', 131], ['flattering', 143]]|[['peacoat', 19], ['style', 27], ['color', 45], ['versatile', 60], ['gray', 79], ['green', 87], ['khaki', 96], ['a', 108], ['hood', 110], ['stylish', 131], ['flattering', 143]]|[['peacoat', 19], ['style', 27], ['color', 45], ['versatile', 60], ['gray', 79], ['green', 87], ['khaki', 96], ['a', 108], ['hood', 110], ['fairly', 124], ['stylish', 131], ['and', 139], ['flattering', 143]]||[['peacoat', 19], ['style', 27], ['color', 45], ['versatile', 60], ['gray', 79], ['green', 87], ['khaki', 96], ['a', 108], ['hood', 110], ['fairly', 124], ['stylish', 131], ['flattering', 143]]|0.8612987012987012|['peacoat style', 'color versatile', 'gray', 'green', 'khaki', 'a hood fairly stylish', 'flattering']|||||||
