Id,title,handle,body_html,tags
1661,Personalized My Dad Rocks Greeting Card Gift For Father's Day,personalized-my-dad-rocks-greeting-card-gift-for-fathers-day,"A sweet gift which will surely make his heart skip a beat. When not sure about the perfect gift, a personalised greeting card makes the most amazing token of love you can give your granddad on such a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cool illustration and text to please the recipient. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt message and on the front cover (only recipient's name). 💌 A Father’s Day greeting card is more than just paper—it's a heartfelt gesture that lets your dad know how much he means to you. Whether paired with a gift or given solo, it’s one of the best Father's Day presents that captures your emotions perfectly. As a timeless keepsake and one of the most personal gifts for dad, it’s ideal for both a father birthday present and Father’s Day gift idea for dad, reminding your day dad he’s truly the best. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yes, Includes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1662,Customized Best Father Ever Greeting Card Gift For Dad,customized-best-father-ever-greeting-card-gift-for-dad,"A stunning gift which will surely make his heart skip a beat. When not sure about the perfect gift, a personalised greeting card makes the most amazing token of love you can give your dad on such a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cool illustration and text to please the recipient. Customise it with recipient and sender's names and a heartfelt message, which will be printed inside. A personalised greeting card is the simplest yet most heartfelt way to express love and appreciation on Father’s Day. Whether paired with a mug for dad or gifted solo, it delivers your emotions beautifully—making it one of the best Father’s Day presents and a timeless choice among personalised gifts for dad. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yes, Includes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1663,Customized Wishing Happy Father's Day Greeting Card For Dad,customized-wishing-happy-fathers-day-greeting-card-for-dad,"A delightful surprise for daddy dear. When not sure about the perfect gift, a personalised greeting card makes the most amazing token of love you can give your dad on such a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cool illustration and text to please the recipient. Customise it with recipient and sender's names and a heartfelt message, which will be printed inside. A personalised greeting card is the simplest yet most heartfelt way to express love and appreciation on Father’s Day. Whether paired with a mug for dad or gifted solo, it delivers your emotions beautifully—making it one of the best Father’s Day presents and a timeless choice among personalised gifts for dad. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yes, Includes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1664,Customized Best Dad In World Greeting Card Gift For Father's Day,customized-best-dad-in-world-greeting-card-gift-for-fathers-day,"A perfect way to express gratification on Father's Day. When not sure about the perfect gift, a personalised greeting card makes the most amazing token of love you can give your dad on such a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cool illustration and text to please the recipient. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt message. A personalised greeting card is the simplest yet most heartfelt way to express love and appreciation on Father’s Day. Whether paired with a mug for dad or gifted solo, it delivers your emotions beautifully—making it one of the best Father’s Day presents and a timeless choice among personalised gifts for dad. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yes, Includes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1665,Personalised Crap! Belated Birthday Card,personalised-crap-belated-birthday-card,"It's better late than never. Even if you're late at sending birthday wishes. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1666,Personalised Happy Belated Birthday Card,personalised-happy-belated-birthday-card,"It's time to win hearts of family and friends yet again. After all, you forgot their birthday, yet again. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1667,Personalised Super Belated Birthday Card,personalised-super-belated-birthday-card,"So what if you forgot your loved one's birthday? Make them feel special on all 364 days. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1668,Personalised Missed Your Birthday Card,personalised-missed-your-birthday-card,"Brighten the day after their birthday. You forgot your loved one's birthday. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1669,Personalised Missed Birthday Card,personalised-missed-birthday-card,"You're not late at wishing Happy Birthday to your loved one. You're just a bit early at wishing them for next year. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1670,Personalised Fashionably Late Birthday Card,personalised-fashionably-late-birthday-card,"A sweet way to wish the friends and loved ones on their birthday. Hope you didn't forget their birthday for too long. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1671,Personalised Whoops Belated Birthday Card,personalised-whoops-belated-birthday-card,"Send warm birthday wishes to friends and family. Even if you're late at sending birthday wishes. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1672,Personalised Didn't Remember Birthday Card,personalised-didn-t-remember-birthday-card,"Show your love for the recipient. Especially after you forgot their birthday. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. A Personalised Happy Birthday Greeting Card is the perfect way to celebrate someone’s special day with a heartfelt touch. Whether it's your dad, mom, wife, husband, boyfriend, girlfriend, friend, colleague, child, or boss, this thoughtful card adds a unique and memorable element to any birthday celebration. You can customize it with the recipient’s name, your own message, photos, or a special date to make it truly one-of-a-kind. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1673,Personalised Sorry I'm Late Birthday Card,personalised-sorry-i-m-late-birthday-card,"Surprise the loved ones and lighten up their moods. After all, you forgot their birthday, yet again. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1674,Personalised Belated Birthday Card,personalised-belated-birthday-card,"You forgot your loved one's birthday. Here's a perfect way to show them your love and affection. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1675,Personalised One More Belated Birthday Card,personalised-one-more-belated-birthday-card,"Belated birthday wishes are special too. Makes the recipient feel extra special. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 20 x 15 cm (8x6), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yesIncludes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1676,Personalised Dear Brother Rakhi Card,personalised-dear-brother-rakhi-card,"Thank your brother for being there for you always! A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 17 x 12 cm (7x5) , only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute illustration and a message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message for your brother. Complimentary Rakhi included with card. Check gallery image for details. How To Personalise? 1.Enter details in the personalisation field2.Check the button Ã’ I agree that the images and content provided are compliant for printÃ“3. Click the 'Add to cart' button.4. You will be taken to the shopping cart page, and from there you can keep shopping or check out. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yes, Includes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""__label:Free Rakhi Included"","" COD - GBGT"","" Greeting Cards""}"
1677,Personalised Happy Card,personalised-happy-card,"It's sure to remind your brother of all those childhood days. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 17 x 12 cm (7x5) , only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a cute message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message for your brother. Complimentary Rakhi included with card. Check gallery image for details. How To Personalise? 1.Enter details in the personalisation field 2.Check the button Ã’ I agree that the images and content provided are compliant for printÃ“ 3. Click the 'Add to cart' button. 4. You will be taken to the shopping cart page, and from there you can keep shopping or check out. Material: glossy card stock paperSize: 17 x 12 cm (7x5)Personalisation: yesPersonalise with: Message and ""To"" &amp; ""From“, Product Weight:50 gm No of Items: 1Package Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""__label:Free Rakhi Included"","" COD - GBGT"","" Greeting Cards""}"
1678,Personalised Best Pet Magazine Cover - Digital,personalised-best-pet-magazine-cover-digital,"You know a dog lover who dotes on his/her pet. Then this is the perfect gift. Dedicated to all the dog lovers this is the pets chance to get on the cover. The magazine can be personalised with name, a desirable picture and a few other details. A cute keepsake, it honours the selfless love and faithful bond one shares with their pet. best for pet's birthday or pet lovers Digital Gift delivered to your registered email idAvailable for personalisationNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""Digital Gifts"","" Personalised Gifts""}"
1679,Personalised Dog and Me Magazine Cover - Digital,personalised-dog-and-me-magazine-cover-digital,"You know a dog lover who dotes on his/her pet. Then this is the perfect gift. Dedicated to all the dog lovers this is the pets chance to get on the cover. The magazine can be personalised with name, a desirable picture and a few other details. Either gift it as is in digital format or print it to create a magazine or frame it for gifting purposes. A cute keepsake, it honours the selfless love and faithful bond one shares with their pet. best for pet's birthday, pet lover Digital Gift delivered to your registered email iDAvailable for personalisationNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""Digital Gifts"","" Personalised Gifts""}"
1680,Personalised Catapolitan Magazine Cover - Digital,personalised-catapolitan-magazine-cover-digital,"You know a dog lover who dotes on his/her pet. Then this is the perfect gift. Dedicated to all the dog lovers this is the pets chance to get on the cover. The magazine can be personalised with name, a desirable picture and a few other details. Either gift it as is in digital format or print it to create a magazine or frame it for gifting purposes. Utility : Digital gift for mom / mother, mothers day suggestions , gift for mom, gift for women, men , husband, wife, family, friends , for any occasion like birthday , anniversary, or just because Digital Gift delivered to your registered email ID Available for personalisationNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""Digital Gifts"","" Offer Products"","" Personalised Gifts""}"
1681,Personalised Happy Anniversary Magnet,personalised-happy-anniversary-magnet,"Our decorative and versatile magnets are a wonderful addition to any fridge and perfect for gift giving. Our magnets aren't limited to just adorning your fridge; they effortlessly adhere to virtually any metallic surface, making them versatile companions for your daily life. Whether it's your filing cabinet, office desk, or any other magnetic-friendly surface, our magnets will add a touch of style and functionality wherever they go. Crafted from high-quality Medium-Density Fiberboard (MDF), our magnets not only exude charm but also offer exceptional adhesion, ensuring they stay securely in place on your fridge or any metallic surface. With their substantial thickness, these magnets are not only visually pleasing but also tactilely satisfying. Transform mundane moments into a visual delight with our captivating and enduring magnet collection. More reasons to spend some more time in front of the fridge! utility : best gift on wedding Anniversary to gift to your wife, husband or partner Shape - Square, CircleDimensions: 9 x 9 cm (3.5 x 3.5 )Material: Glossy Laminated Medium-density fibreboard (MDF) Engineered wood 4mm thickness with Magnetic backingProduct Weight: 30 gmPackage Weight: 80 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Fridge Magnets"","" Offer Products""}"
1682,Personalised Number One Cricket Fan Magnet,personalised-number-one-cricket-fan-magnet,"Our decorative and versatile magnets are a wonderful addition to any fridge and perfect for gift giving. Our magnets aren't limited to just adorning your fridge; they effortlessly adhere to virtually any metallic surface, making them versatile companions for your daily life. Whether it's your filing cabinet, office desk, or any other magnetic-friendly surface, our magnets will add a touch of style and functionality wherever they go. Crafted from high-quality Medium-Density Fiberboard (MDF), our magnets not only exude charm but also offer exceptional adhesion, ensuring they stay securely in place on your fridge or any metallic surface. With their substantial thickness, these magnets are not only visually pleasing but also tactilely satisfying. Transform mundane moments into a visual delight with our captivating and enduring magnet collection. More reasons to spend some more time in front of the fridge! Shape - Square, CircleDimensions: 9 x 9 cm (3.5 x 3.5 )Material: Glossy Laminated Medium-density fibreboard (MDF) Engineered wood 4mm thickness with Magnetic backingProduct Weight: 30 gmPackage Weight: 80 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Fridge Magnets"","" Offer Products""}"
1683,Personalised Photo Calender Magnet,personalised-photo-calender-magnet,"Our strong and versatile magnets are a wonderful addition to any fridge and perfect for gift giving. Made of rubber, our magnets are can be personalised and are super sticky, with quality thickness that will make them go well on the fridge, on your counters in fact pretty much anything metallic. More reasons to spend some more time in front of the fridge!Full printing utility : best to gift on new years to your family, friends, or partner Personalised: YesShapeÂ -Â RectangleDimensions:Â 22x18.5cmMaterial:Â Â Polyester Top &amp; Rubber BackingProduct Weight:Â 30 gmPackage Weight:Â 100 gmNumber of Items:Â 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Couple"","" Fridge Magnets"","" Offer Products"","" Personalised Gifts""}"
1684,Personalised You 'N' Me Together Forever Magnet,personalised-you-n-me-together-forever-magnet,"Our decorative and versatile magnets are a wonderful addition to any fridge and perfect for gift giving. Our magnets aren't limited to just adorning your fridge; they effortlessly adhere to virtually any metallic surface, making them versatile companions for your daily life. Whether it's your filing cabinet, office desk, or any other magnetic-friendly surface, our magnets will add a touch of style and functionality wherever they go. Crafted from high-quality Medium-Density Fiberboard (MDF), our magnets not only exude charm but also offer exceptional adhesion, ensuring they stay securely in place on your fridge or any metallic surface. With their substantial thickness, these magnets are not only visually pleasing but also tactilely satisfying. Transform mundane moments into a visual delight with our captivating and enduring magnet collection. More reasons to spend some more time in front of the fridge! utility best to gift to couples , wife, husband, gf, bf, on their birthday, anniversary Shape - SquareDimensions: 9 x 9 cm (3.5 x 3.5 )Material: Glossy Laminated Medium-density fibreboard (MDF) Engineered wood 4mm thickness with Magnetic backingProduct Weight: 30 gmPackage Weight: 80 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Couple"","" Fridge Magnets"","" Offer Products"","" Personalised Gifts""}"
1685,Personalised Photo LED Bluetooth Speaker Gift For Mom,personalised-photo-led-bluetooth-speaker-for-mom,"Multifunction Wireless Music Speakers-Smart Touch LED Mood Lamp,Wireless Music Player,Hands-Free Speakerphone. It can be a wireless speaker, a table lamp, or a music player. Enjoy the music by playing Bluetooth, TF card playing or android USB. It has a Portable Bluetooth 3w Speaker, high-quality wireless stereo speaker, supporting Micro SD/TF card and 3.5mm AUX input for outdoor/indoor usage, compatible for most. Use the cable provided for even longer audio playback time. Bluetooth equipment Talk time is about 3-4 hours, music time about 4-5 hours, Standby time is about 100 hours, The charging time is about 60 minutes.Colour Changing Mode has 3 adjustable brightness level for different demands. Level Brightness Warm Light mode by tapping the speaker mesh on the top, Change it from Dim to Intermediate to Bright. If you tap the speaker mesh for a little longer, the dimmable LED lamp comes with 7 color changing light mode. Then you tap the speaker mesh,it will change light quickly. This only happens when you connect the bluetooth and play a music.With its Hand-Free Calling-You can use it to answer or hang up the phone; with a metal handle, can be hung up or carried, quite conveniently. On the bottom of this lamp, there is a metal hook to hang the lamp like a lantern, use the handle to hang up. Its portable and lightweight and is perfect to hang while camping or outdoors.Bluetooth Speakers with Lights-It has a Built in Mic which supports excellent hands free capability enhanced with its because of the noise cancellation software. Home Music System with Touch Lamp with Long Lasting Power. Use LED lamp Speaker you can Enjoy the warm light and wonderful music, while you are reading, doing yoga, working, or at a romantic candle dinner, office, camping indoor, also you can take it along to attend a Party, on a picnic, and at so many more activities. Night light Bluetooth Speaker-Compatible with the bluetooth devices and quality speaker driver had been specially selected to provide the most soothing audio experience. The various LED colour variations make its a lot more fun. With the mood lighting you can set a shade of different colour everyday of the week. Please get fully charged before the first usage. Larger capacity and longer working time, built-in 800mAh battery provides about 10 hours working time (affected by brightness and volume) after 4 hours full charge. Also makes an ideal gift to give for Birthday, Anniversary, Valentine or just about any occasion.All In One Speaker: A wireless bluetooth speaker touch control LED mood lamp SD card music player hands-free speakerphone table lamp night light for children and ambient romantic mood light for adults360° Immersive Sound: Feel the music like never before with the KPR bluetooth Speaker. This portable speaker pumps out crisp treble detailed mids and resonating bass from wall to wall. It's an auditory experience that's truly unparalleled.Speaker Phone : It has a Built-In Mic which supports excellent hands free capability with noise cancellationTouch Light with Warm Light &amp; Colorful Change Modes: 3 Levels brightness warm light mode by simply tapping the speaker mesh this will change brightness or will turn off the light. Switch to color light mode by tapping and hold speaker mesh for two seconds. The LED color theme comes with 6 color changing light mode and flashes to the beat of music through bluetooth connection and audio streamingUtility Bluetooth Speaker: Best wireless led portable speaker for audio book and music USB rechargeable table lamp for romantic mood or coffee time easy control touch lamp with metal handle perfect for bedroom or outdoor sleeping-aid nightlight for kids and night light for camping.Rechargeable Battery - 3.5mm audio cable supporting built in high capacity support 10-15 hours lighting lamp 10 hours music playing accompany with lamp lighting Utility : Happy mother's day, happy mothers day thought, mothers day message for mom, birthday gifts for mother, gifts for mother in law, mother's day gifts from daughter, unique mother's day gifts, mother's day gifts, ideal mother's day gifts, gift suggestions for mother's day, personalised gifts for mom. Number of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Lamps"","" Personalised Gifts""}"
1686,Personalised Happy Rakhi Greeting Card,happy-rakhi-greeting-card,"This card printed on glossy card stock paper. It measures 21 x 15 cm (8 x 6) and is available for personalization to add in your personal loving message for your sibling. The background is a blend of warm hues, with ""Happy Rakhi"" written in elegant, festive font.Dimensions: 20 x 15 cm (8x6) Material: Glossy card stock paperProduct Weight: 50 gmsPackage Weight: 220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""__label:Free Rakhi Included"","" COD - GBGT"","" Greeting Cards""}"
1687,Colour Splash Holi Wishes,colour-splash-holi-wishes,"Holi is the festival of colours and is celebrated by all every year! Let your loved one know that you wish them a happy Holi by investing in a lovely Holi card! This colour splash Holi card is made of glossy card stock paper and is of a size of 20.32 x 15.24 CM. It has two printed sides and can be personalized with 'to' and 'from' names. Delight your loved one with this lovely Holi card! How To Personalise? 1.Enter details in the personalisation field 2.Check the button Ò I agree that the images and content provided are compliant for printÓ 3. Click the 'Add to cart' button. 4. You will be taken to the shopping cart page, and from there you can keep shopping or check out. Material: glossy card stock paperSize: 8 x 15.24 CMPersonalisation: yesPersonalise with: Message and Òto"" &amp; ÒfromÓProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Greeting Cards""}"
1688,Happy Valentines Day 3 Piece Gift Hamper,happy-valentines-day-3-piece-gift-hamper,"The 3 piece combo makes perfect presents for couples, wife, girlfriend, boyfriend, husband. Soft, snuggly cushions make great gifts ðŸŽ for any special occasions such as Birthday, Anniversary, Valentine's day etc Utility: Gift for boyfriend, Gift for girlfriend, Gift for him, Gift for her, cushion gift, Coffee mug, Throw cushion, Accent pillow Printing: Single side printedFilling: 170 gm high quality conjugated fiber fillerFabrication: Polyester CanvasCare Instruction: Hand wash normal in cold water, ðŸ‘‰ Tumble dry low&lt;br /&gt; ðŸ‘‰ Warm Iron as neededðŸ‘‰ Wash Cover Only not the fillerThe height of the mug is 9.5 cm and diameter is 8 cm and capacity is 300 ml. The mug is made up of fine quality ceramic and is safe for microwave use.Capacity:300 mlPrint Style: Printed on front &amp; back sideDimensions: Cushion:Â 30 x 30 cm (12x12) Mug: 9 x 8 cm (3.5x3) Card: 10 x 10 cm (4x4)Material: Cushion: Polyester Mug: Ceramic Card:Â 300 gsm Thick Glossy PaperProduct Weight: 600 gmPackage Weight: 850 gmNumber of Items: 3Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India Â","{""COD - GBGT"","" Couple"","" Hampers"","" Out of stock"","" Valentine Hamper""}"
1689,Personalised A Precious Bond Rakhi Card,personalised-a-precious-bond-rakhi-card,"Add childhood memories to the celebration. A personalised greeting card makes the most amazing token of love you can give someone on a special occasion. Measuring about 17 x 12 cm (7x5), only the best quality glossy card stock paper is used to make it. The front side of the greeting card features a lovely image and a message. Customise it with recipient and sender's names, which will be printed inside along with a heartfelt personal message for your sibling. Complimentary Rakhi included with card. Check gallery image for details. How To Personalise? 1.Enter details in the personalisation field2.Check the button Ã’ I agree that the images and content provided are compliant for printÃ“3. Click the 'Add to cart' button.4. You will be taken to the shopping cart page, and from there you can keep shopping or check out. Material: Glossy card stock paperDimension: Approx: 20 x 15 cm (8x6)Personalization: yes, Includes envelopeProduct Weight:50 gmPackage Weight:220 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""__label:Free Rakhi Included"","" COD - GBGT"","" Greeting Cards""}"
1690,I Heart You Personalised Emoji Edible Greeting Card,i-heart-you-personalised-emoji-edible-greeting-card,"Our Emoji greeting card with real chocolates are the best way to send your wishes. Whether it's a funny birthday message you're after or you just want to say I am nuts about you, the emoji card is the carzy creative way.Table lampDimension: 10 x 10 x 10 cm (4x4x4)Bulb type: LEDNumber of bulbs: 1bulb includedPower consumption: 4 - 5 WattsConnection: 2 pin plugSpace available for 5 imagesCube structureScratch-free laminated printingChangeable bulbsCountry of Origin: IndiaProduct Weight:50 gm No of Items: 1Package Weight:220 gm Dimensions: Material: Product Weight: Package Weight: Number of Items: Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Couple"","" Greeting Cards"","" Valentine Card""}"
